file_name,Multiple AAA,Missing Assert,Assert Pre,Suppressed Exception,Obscure Assert,Multiple Act,Arrange&Quit,NOTE,testSmellName
ArrayTest.testArrayElementsAreArrays.csv,,,,,,,,,[]
ArrayTest.testArrayOfStringsSerialization.csv,,,,,,,,,[]
ArrayTest.testMixingTypesInObjectArraySerialization.csv,,,,,,,,,[]
ArrayTest.testMultidimensionalArraysDeserialization.csv,,,,,,,,,[]
ArrayTest.testMultidimensionalArraysSerialization.csv,,,,,,,,,[]
ArrayTest.testNullsInArrayWithSerializeNullPropertySetSerialization.csv,,,,,,,,,[]
ArrayTest.testTopLevelArrayOfIntsDeserialization.csv,,,,,,,,,[]
CollectionTest.testCollectionOfBagOfPrimitivesSerialization.csv,,,,,,,,,[]
CollectionTest.testLinkedListDeserialization.csv,,,,,,,,,[]
CollectionTest.testSetDeserialization.csv,,,,,,,,,[]
CustomDeserializerTest.testCustomDeserializerReturnsNullForArrayElements.csv,,,,,,,,,[]
CustomTypeAdaptersTest.testCustomByteArrayDeserializerAndInstanceCreator.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testDefaultCalendarDeserialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testDefaultDateDeserialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testJsonPrimitiveDeserialization.csv,1.0,,,,,,,Simple MA,[]
DefaultTypeAdaptersTest.testLocaleSerializationWithLanguage.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testOverrideBigDecimalTypeAdapter.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testPropertiesSerialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testStringBufferSerialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testStringBuilderSerialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testUriDeserialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testUrlNullSerialization.csv,,,,,,,,,[]
DefaultTypeAdaptersTest.testUuidSerialization.csv,,,,,,,,,[]
ExclusionStrategyFunctionalTest.testExclusionStrategySerializationDoesNotImpactDeserialization.csv,,,,,,,,,[]
ExposeFieldsTest.testExposeAnnotationDeserialization.csv,,,,,,,,,[]
FieldAttributesTest.testModifiers.csv,1.0,,,,,,,Simple MA,"['Assertion Roulette', 'Lazy Test']"
FieldNamingTest.testUpperCaseWithUnderscores.csv,,,,,,,,,[]
GraphAdapterBuilderTest.testDeserialization.csv,,,,,,,,,"['Eager Test', 'Verbose Test', 'Assertion Roulette']"
GraphAdapterBuilderTest.testSerialization.csv,,,,,,,,,"['Eager Test', 'Verbose Test', 'Assertion Roulette', 'Lazy Test']"
GsonBuilderTest.testDisableJdkUnsafe.csv,,,,,,,,,"['Eager Test', 'Assertion Roulette', 'Lazy Test', 'Exception Catching Throwing']"
GsonBuilderTest.testRegisterTypeAdapterForCoreType.csv,,,,,,,,,"['Unknown Test', 'Conditional Test Logic']"
GsonBuilderTest.testTransientFieldExclusion.csv,,,,,,,,,['Assertion Roulette']
GsonTest.testNewJsonReader_Custom.csv,,,,,,,,,['Assertion Roulette']
GsonTypeAdapterTest.testTypeAdapterDoesNotAffectNonAdaptedTypes.csv,1.0,,,,,,,"Simple MA, but can RF",[]
InternationalizationTest.testStringsWithUnicodeChineseCharactersEscapedDeserialization.csv,,,,,,,,,[]
JavaVersionTest.testGetMajorJavaVersion.csv,,,,,,,,,"['Assertion Roulette', 'Magic Number Test', 'Lazy Test']"
JsonAdapterSerializerDeserializerTest.testDifferentJsonAdaptersForGenericFieldsOfSameRawType.csv,,,,,,,,,[]
JsonArrayTest.testNullJsonElementAddition.csv,,,,,,,,,"['Eager Test', 'Assertion Roulette', 'Magic Number Test']"
JsonElementReaderTest.testEmptyObject.csv,,1.0,,,,,,,[]
JsonParserTest.testParseUnquotedSingleWordStringFails.csv,,,,,,,,,"['Eager Test', 'Assertion Roulette']"
