projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;55;55
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;59;59
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;60;60
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;61;61
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;65;65
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;66;66
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;67;67
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;72;72
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;73;73
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;74;74
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;78;78
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;79;79
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;80;80
accumulo;SingletonManagerTest;/Users/chenhao/.jnose_projects/accumulo/core/src/test/java/org/apache/accumulo/core/singletons/SingletonManagerTest.java;/Users/chenhao/.jnose_projects/accumulo/core/src/main/java/org/apache/accumulo/core/singletons/SingletonManager.java;JUnit4;254;9;Magic Number Test;testClient;84;84
